,center_stdev,normal_stdev,sl_f,sl_i,sl_max,sl_min,t_cong,t_overlap,intensity_normalized,diameter,contrast_normalized
3143,2.80276186660745,0.085212654051817,29.541358491489703,27.8503151107545,30.1488061652576,27.8503151107545,5,6.0,0.0124610951761762,7.7426667908702,0.442983059842884
3149,4.95510277978417,0.300298257995407,38.029555369476206,19.4076150249312,38.029555369476206,14.267130170850502,11,11.0,0.04788002218373089,9.69238180341077,0.295013859647891
3188,2.02425763915822,0.0393975548917258,79.5064209421639,84.64170977443109,87.15160648685249,79.5064209421639,6,6.0,0.0524894849889848,7.80711209764228,0.215822352980941
3196,2.07790410141681,0.194623758624568,17.5759437978933,15.3122829322308,29.3922249991823,15.3122829322308,6,6.0,0.237046032744553,6.944557472259969,0.954396346336856
3365,2.2152868664096,0.0817085514933517,39.1735858578592,29.9951357063624,39.860513069566395,29.9951357063624,7,7.0,0.072668954259716,7.50710112757231,0.38624451943092
3434,3.5323370404124503,0.376028302905744,26.9171983527601,9.8262753419152,26.9171983527601,9.8262753419152,12,12.0,0.0874607528374016,9.30871690285776,0.353492835129223
3466,2.88788902995627,0.25350234592648,10.7917377450754,15.9922898367911,16.617905063208102,9.61642463815142,6,6.0,0.0707493006645906,9.07791167615258,0.405637301025859
3587,5.55349175194358,0.433627824443742,37.57658845611191,12.7618142213651,37.57658845611191,11.159235865129599,13,13.0,0.135912524144861,9.635476596549259,0.569029037976987
3623,7.18453111465974,0.0859269338308877,48.7197261589344,54.18050845749121,59.510465298908,48.7197261589344,6,9.0,0.0940216458539253,10.104520941810199,0.293567306300989
3642,4.19854822534539,0.288981119448482,12.423902393989598,13.293365078794,17.8297204459108,12.423902393989598,7,7.0,0.0867874922184835,10.7953175167835,0.191355219879761
3646,3.6821888150525295,0.0273243790305388,64.0091065380215,65.59876584497371,68.4728912370152,64.0091065380215,5,5.0,0.0692292539778675,11.260176392750699,0.187445689829601
3655,2.1877438099060202,0.51872614210332,11.231480418922699,15.0460758798304,20.549659914843602,11.231480418922699,7,7.0,0.105866683283937,10.822396640385199,0.390994243721997
3675,2.90197369975034,0.338577582718493,11.0440314751402,10.6066359726101,15.7347295773631,7.67113064949689,7,7.0,0.0665312277425662,8.77426561278293,0.238872411162267
3689,1.5707079478602701,0.0836285804733907,10.239212428142999,19.3433438687821,21.1952284786635,10.239212428142999,5,5.0,0.0527178317937862,6.60965947102388,0.0459807204467075
3700,5.63974721042725,0.38903459098461,23.6967146315603,9.4225663131503,23.6967146315603,9.4225663131503,10,10.0,0.0846591385403984,8.331300174121269,0.288232373991461
3711,1.2870195646948,0.128662960240112,10.79695050377,16.3795138695544,17.4371435266804,8.88204181278231,5,5.0,0.0616376288563378,10.9682278739604,0.155661594008575
3716,4.16552308644106,0.39541670498304304,49.235165037822505,22.732514250817104,49.235165037822505,16.8869415895417,12,12.0,0.12965507412936,8.95664616151314,0.644162628360225
3739,4.6267586548025195,0.618330820192774,26.096268640768,15.4400941742488,26.096268640768,12.7726618880935,9,9.0,0.0650628309283576,8.33067312014049,0.235459820222938
3742,3.32746170536147,0.15322655303705,55.5128047662934,25.4037211610085,55.5128047662934,22.8513309991503,12,12.0,0.119532814363412,6.685139342329499,0.568115186217302
