Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,ESTIMATED_DIAMETER,SNR
Cent_2a,286255,10,16.82022667,52.17343165,26.60534216,10.36839588,943.424333,31,7.5,1,-10921639,69.32564841,68,18,158,168392,16.12739404,28.5,28.5,0.274459412
Cent_2a,286858,10,16.21778297,51.86420496,26.60249299,11.02535206,973.857376,32,7.5,1,-10921639,69.89007822,69,27,165,169763,15.79011393,7.108196312,7.108196312,0.309359323
Cent_2a,286956,10,15.29218483,51.69806827,26.32111986,10.49464912,1004.290419,33,7.5,1,-10921639,70.36064224,70,18,155,170906,15.53637488,28.5,28.5,0.330563171
Cent_2a,287151,10,14.08513451,52.03302725,26.58752749,10.82260807,1034.723462,34,7.5,1,-10921639,68.9843557,68,30,151,167563,15.35984363,26.78199453,26.78199453,0.276810312
Cent_2a,287053,10,15.43477058,52.07500116,25.78159014,10.33635305,1065.156505,35,7.5,1,-10921639,69.73651709,69,21,156,169390,15.64612488,7.424079594,7.424079594,0.308418484
Cent_2a,287241,10,14.65680599,52.32949215,25.6488166,10.10842645,1095.589548,36,7.5,1,-10921639,70.58254426,70,26,165,171445,15.10867688,28.5,28.5,0.328348714
Cent_2a,287430,10,16.34853554,52.11350616,25.76336632,9.890877783,1126.022591,37,7.5,1,-10921639,69.95142034,69,24,151,169912,15.59992327,26.95868448,26.95868448,0.316393648
Cent_2a,287335,10,15.0872345,52.20970857,25.54761614,10.09442083,1156.455634,38,7.5,1,-10921639,69.79580074,68,16,160,169534,15.74232269,21.45474719,21.45474719,0.288024277
Cent_2a,287526,10,17.22537994,52.22806076,25.46523588,10.00742421,1186.888677,39,7.5,1,-10921639,70.5183203,70,23,143,171289,16.02073968,7.322013079,7.322013079,0.316924027
Cent_2a,287618,10,15.72450256,52.1442934,25.78094155,9.645003223,1217.32172,40,7.5,1,-10921639,70.3680527,70,20,161,170924,15.61146562,25.43177979,25.43177979,0.339331376
Cent_2a,287719,10,14.51820087,52.35134682,25.73268249,10.53674737,1247.754763,41,7.5,1,-10921639,69.07081103,69,18,159,167773,15.57307032,25.9702258,25.9702258,0.253747384
